id,name,constituency,state,party,criminal_cases,total_assets,liabilities,source_url
tehri-garhwal-mala-rajya-lakshmi-shah,Mala Rajya Lakshmi Shah,Tehri Garhwal,Uttarakhand,BJP,0,2068739424,179000000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=283
tripura-east-st-kriti-devi-debbarman,Kriti Devi Debbarman,Tripura East (ST),Tripura,BJP,0,859232932,1525809,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1765
jhargram-st-kalipada-saren-kherwal,Kalipada Saren Kherwal,Jhargram (ST),West Bengal,AITC,0,13023236,205892,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7941
korba-jyotsna-charandas-mahant,Jyotsna Charandas Mahant,Korba,Chhattisgarh,INC,0,179626733,500000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3647
sabarkantha-shobhanaben-mahendrasinh-baraiya,Shobhanaben Mahendrasinh Baraiya,Sabarkantha,Gujarat,BJP,0,31828842,12744653,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3782
ahmedabad-east-hasmukhbhai-patel-h-s-patel,Hasmukhbhai Patel (H.S.Patel),Ahmedabad East,Gujarat,BJP,0,86470298,13515602,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3452
ahmedabad-west-sc-dineshbhai-makwana-advocate,Dineshbhai Makwana (Advocate),Ahmedabad West (SC),Gujarat,BJP,0,141769586,13222046,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3735
surendranagar-chandubhai-chhaganbhai-shihora,Chandubhai Chhaganbhai Shihora,Surendranagar,Gujarat,BJP,0,5808789,266907,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3501
jamnagar-poonamben-hematbhai-maadam,Poonamben Hematbhai Maadam,Jamnagar,Gujarat,BJP,0,1477002341,530000000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5028
amreli-bharatbhai-manubhai-sutariya,Bharatbhai Manubhai Sutariya,Amreli,Gujarat,BJP,0,8378748,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=4067
bhavnagar-nimuben-jayantibhai-bambhaniya-nimuben-bambhaniya,Nimuben Jayantibhai Bambhaniya (Nimuben Bambhaniya),Bhavnagar,Gujarat,BJP,0,26115193,5829447,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3743
anand-mitesh-patel-bakabhai,Mitesh Patel (Bakabhai),Anand,Gujarat,BJP,0,110448824,12855662,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3596
kheda-devusinh-chauhan,Devusinh Chauhan,Kheda,Gujarat,BJP,0,34976572,4996647,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3772
mahesana-haribhai-patel,Haribhai Patel,Mahesana,Gujarat,BJP,0,39863356,1266000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3774
patan-dabhi-bharatsinhji-shankarji,Dabhi Bharatsinhji Shankarji,Patan,Gujarat,BJP,0,68430049,2957861,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3603
bilaspur-tokhan-sahu,Tokhan Sahu,Bilaspur,Chhattisgarh,BJP,0,13190513,668086,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3590
raipur-brijmohan-agrawal,Brijmohan Agrawal,Raipur,Chhattisgarh,BJP,0,180219000,9233000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3427
dadar-nagar-haveli-st-delkar-kalaben-mohanbhai,Delkar Kalaben Mohanbhai,Dadar & Nagar Haveli (ST),Dadra and Nagar Haveli and Daman and Diu,BJP,0,714454357,15839426,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3666
chandni-chowk-praveen-khandelwal,Praveen Khandelwal,Chandni Chowk,Delhi,BJP,0,117039798,60645587,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7896
east-delhi-harsh-malhotra,Harsh Malhotra,East Delhi,Delhi,BJP,0,40824015,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7899
new-delhi-bansuri-swaraj,Bansuri Swaraj,New Delhi,Delhi,BJP,0,192946528,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7901
west-delhi-kamaljeet-sehrawat,Kamaljeet Sehrawat,West Delhi,Delhi,BJP,0,147436650,11857294,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7909
north-goa-shripad-yesso-naik,Shripad Yesso Naik,North Goa,Goa,BJP,0,108683533,508675,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3668
kachchh-sc-chavda-vinod-lakhamshi,Chavda Vinod Lakhamshi,Kachchh (SC),Gujarat,BJP,0,70980147,15605895,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3769
dahod-st-jaswantsinh-sumanbhai-bhabhor,Jaswantsinh Sumanbhai Bhabhor,Dahod (ST),Gujarat,BJP,0,48404861,6287842,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3748
vadodara-dr-hemang-joshi,Dr. Hemang Joshi,Vadodara,Gujarat,BJP,0,10388939,3180318,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3606
gurgaon-rao-inderjit-singh,Rao Inderjit Singh,Gurgaon,Haryana,BJP,0,1215422868,133670844,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8448
faridabad-krishan-pal,Krishan Pal,Faridabad,Haryana,BJP,0,625815843,39847197,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8425
kangra-dr-rajeev-bhardwaj,Dr Rajeev Bhardwaj,Kangra,Himachal Pradesh,BJP,0,58723886,424821,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8762
shimla-sc-suresh-kumar-kashyap,Suresh Kumar Kashyap,Shimla (SC),Himachal Pradesh,BJP,0,44442736,5105342,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8766
udhampur-dr-jitendra-singh,Dr Jitendra Singh,Udhampur,Jammu and Kashmir,BJP,0,85905005,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8
jammu-jugal-kishore,Jugal Kishore,Jammu,Jammu and Kashmir,BJP,0,76378942,8013699,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1712
srinagar-aga-syed-ruhullah-mehdi,Aga Syed Ruhullah Mehdi,Srinagar,Jammu and Kashmir,Jammu & Kashmir National Conference,0,35793000,438000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=6318
singhbhum-st-joba-majhi,Joba Majhi,Singhbhum (ST),Jharkhand,JMM,0,22860659,620000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5157
khunti-st-kali-charan-munda,Kali Charan Munda,Khunti (ST),Jharkhand,INC,0,5407803,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5153
bhiwani-mahendragarh-dharambir-singh,Dharambir Singh,Bhiwani-mahendragarh,Haryana,BJP,0,115664424,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8558
rohtak-deepender-singh-hooda,Deepender Singh Hooda,Rohtak,Haryana,INC,0,692558771,2318344,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8497
bharuch-mansukhbhai-dhanjibhai-vasava,Mansukhbhai Dhanjibhai Vasava,Bharuch,Gujarat,BJP,0,25499808,1104414,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3455
bardoli-st-parbhubhai-nagarbhai-vasava,Parbhubhai Nagarbhai Vasava,Bardoli (ST),Gujarat,BJP,0,47003506,8455874,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3740
surat-mukeshkumar-chandrakaant-dalal,Mukeshkumar Chandrakaant Dalal,Surat,Gujarat,BJP,0,178013262,17957360,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3783
valsad-st-dhaval-laxmanbhai-patel,Dhaval Laxmanbhai Patel,Valsad (ST),Gujarat,BJP,0,67850853,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3502
ambala-sc-varun-chaudhry,Varun Chaudhry,Ambala (SC),Haryana,INC,0,259468388,6173716,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8414
sirsa-sc-selja,Selja,Sirsa (SC),Haryana,INC,0,420655803,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8546
hisar-jai-parkash-j-p-s-o-harikesh,Jai Parkash (J P) S/O Harikesh,Hisar,Haryana,INC,0,68053567,13194392,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8547
karnal-manohar-lal,Manohar Lal,Karnal,Haryana,BJP,0,25442914,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8552
sonipat-satpal-brahamchari,Satpal Brahamchari,Sonipat,Haryana,INC,0,16073608,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8557
palamu-sc-vishnu-dayal-ram,Vishnu Dayal Ram,Palamu (SC),Jharkhand,BJP,0,39081116,1237580,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=6264
janjgir-champa-sc-kamlesh-jangde,Kamlesh Jangde,Janjgir-champa (SC),Chhattisgarh,BJP,0,15462143,1380075,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3677
kaziranga-kamakhya-prasad-tasa,Kamakhya Prasad Tasa,Kaziranga,Assam,BJP,0,20017297,1586170,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=732
sonitpur-ranjit-dutta,Ranjit Dutta,Sonitpur,Assam,BJP,0,89792194,24261374,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=741
lakhimpur-pradan-baruah,Pradan Baruah,Lakhimpur,Assam,BJP,0,24205536,2269660,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=239
dibrugarh-sarbananda-sonowal,Sarbananda Sonowal,Dibrugarh,Assam,BJP,0,47585258,2578370,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=259
darrang-udalguri-dilip-saikia,Dilip Saikia,Darrang-udalguri,Assam,BJP,0,26442931,3730107,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2753
diphu-st-amarsing-tisso,Amarsing Tisso,Diphu (ST),Assam,BJP,0,227863561,54075091,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1924
karimganj-kripanath-mallah,Kripanath Mallah,Karimganj,Assam,BJP,0,18862404,6314782,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2206
silchar-sc-parimal-suklabaidya,Parimal Suklabaidya,Silchar (SC),Assam,BJP,0,17257627,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2210
dhubri-rakibul-hussain,Rakibul Hussain,Dhubri,Assam,INC,0,252963888,43646481,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=4100
arunachal-east-tapir-gao,Tapir Gao,Arunachal East,Arunachal Pradesh,BJP,0,150537706,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=257
arunachal-west-kiren-rijiju,Kiren Rijiju,Arunachal West,Arunachal Pradesh,BJP,0,49403234,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=251
amalapuram-sc-g-m-harish-balayogi,G M Harish (Balayogi),Amalapuram (SC),Andhra Pradesh,TDP,0,105389128,199712,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5300
narsapuram-bhupathi-raju-srinivasa-varma,Bhupathi Raju Srinivasa Varma,Narsapuram,Andhra Pradesh,BJP,0,71664809,16926961,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5273
vijayawada-kesineni-sivanath-chinni,Kesineni Sivanath (Chinni),Vijayawada,Andhra Pradesh,TDP,0,292066245,261740856,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5128
narsaraopet-lavu-srikrishna-devarayalu,Lavu Srikrishna Devarayalu,Narsaraopet,Andhra Pradesh,TDP,0,566548466,68088135,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5116
bapatla-sc-krishna-prasad-tenneti,Krishna Prasad Tenneti,Bapatla (SC),Andhra Pradesh,TDP,0,155757943,19400000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5102
kurnool-bastipati-nagaraju-panchalingala,Bastipati Nagaraju Panchalingala,Kurnool,Andhra Pradesh,TDP,0,90176000,1936439,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=6787
thirupathi-sc-gurumoorthy-maddila,Gurumoorthy Maddila,Thirupathi (SC),Andhra Pradesh,YSRCP,0,13249134,1097657,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5125
rajampet-p-v-midhun-reddy,P V Midhun Reddy,Rajampet,Andhra Pradesh,YSRCP,0,1468501685,560918969,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5123
chittoor-sc-daggumalla-prasada-rao,Daggumalla Prasada Rao,Chittoor (SC),Andhra Pradesh,TDP,0,384493765,80279565,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5104
guwahati-bijuli-kalita-medhi,Bijuli Kalita Medhi,Guwahati,Assam,BJP,0,16189751,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=4548
nawada-vivek-thakur,Vivek Thakur,Nawada,Bihar,BJP,0,50566297,10444564,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1695
jamui-sc-arun-bharti,Arun Bharti,Jamui (SC),Bihar,Lok Janshakti Party(Ram Vilas),0,64870319,31204393,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1681
sheohar-lovely-anand,Lovely Anand,Sheohar,Bihar,JD(U),0,94553723,3169916,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7890
siwan-vijaylakshmi-devi,Vijaylakshmi Devi,Siwan,Bihar,JD(U),0,44130032,360008,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8120
nalanda-kaushalendra-kumar,Kaushalendra Kumar,Nalanda,Bihar,JD(U),0,42453773,7346973,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=9494
patna-sahib-ravi-shankar-prasad,Ravi Shankar Prasad,Patna Sahib,Bihar,BJP,0,406098345,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=9505
chandigarh-manish-tewari,Manish Tewari,Chandigarh,Chandigarh,INC,0,296842688,24993400,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8819
bastar-st-mahesh-kashyap,Mahesh Kashyap,Bastar (ST),Chhattisgarh,BJP,0,3967309,34980,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=268
mahasamund-roop-kumari-choudhary,Roop Kumari Choudhary,Mahasamund,Chhattisgarh,BJP,0,53908562,2116025,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2129
kanker-st-bhojraj-nag,Bhojraj Nag,Kanker (ST),Chhattisgarh,BJP,0,12394941,607061,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1932
surguja-st-chintamani-maharaj,Chintamani Maharaj,Surguja (ST),Chhattisgarh,BJP,0,41298468,3502648,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3450
hajipur-sc-chirag-paswan,Chirag Paswan,Hajipur (SC),Bihar,Lok Janshakti Party(Ram Vilas),0,26875873,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7281
kishanganj-mohammad-jawed,Mohammad Jawed,Kishanganj,Bihar,INC,0,159675943,16562000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2240
katihar-tariq-anwar,Tariq Anwar,Katihar,Bihar,INC,0,196057169,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2239
bhagalpur-ajay-kumar-mandal,Ajay Kumar Mandal,Bhagalpur,Bihar,JD(U),0,12232756,4980480,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1930
banka-giridhari-yadav,Giridhari Yadav,Banka,Bihar,JD(U),0,17281101,5695769,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2229
jhanjharpur-ramprit-mandal,Ramprit Mandal,Jhanjharpur,Bihar,JD(U),0,105978772,426593,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3437
madhepura-dinesh-chandra-yadav,Dinesh Chandra Yadav,Madhepura,Bihar,JD(U),0,66209377,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3423
samastipur-sc-shambhavi,Shambhavi,Samastipur (SC),Bihar,Lok Janshakti Party(Ram Vilas),0,45406719,17250997,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5057
muzaffarpur-raj-bhushan-choudhary,Raj Bhushan Choudhary,Muzaffarpur,Bihar,BJP,0,205295066,54608134,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7133
saran-rajiv-pratap-rudy,Rajiv Pratap Rudy,Saran,Bihar,BJP,0,83711219,656891,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7279
raigarh-st-radheshyam-rathiya,Radheshyam Rathiya,Raigarh (ST),Chhattisgarh,BJP,0,10650781,124610,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3425
jalgaon-smita-uday-wagh,Smita Uday Wagh,Jalgaon,Maharashtra,BJP,0,87477424,18576577,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5317
mumbai-south-central-anil-yeshwant-desai,Anil Yeshwant Desai,Mumbai South-Central,Maharashtra,ShivSena (Uddhav Balasaheb Thackeray),0,229443731,23036212,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7098
inner-manipur-angomcha-bimol-akoijam,Angomcha Bimol Akoijam,Inner Manipur,Manipur,INC,0,9767556,3484121,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=337
outer-manipur-st-alfred-kanngam-s-arthur,Alfred Kanngam S Arthur,Outer Manipur (ST),Manipur,INC,0,555326115,4400000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=340
shillong-st-dr-ricky-andrew-j-syngkon,Dr. Ricky Andrew J. Syngkon,Shillong (ST),Meghalaya,Voice of the People Party,0,13128411,443048,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=344
mizoram-st-richard-vanlalhmangaiha,Richard Vanlalhmangaiha,Mizoram (ST),Mizoram,Zoram Peoples Movement,0,16919233,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=60
nagaland-s-supongmeren-jamir,S Supongmeren Jamir,Nagaland,Nagaland,INC,0,2100868,556528,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=356
kalahandi-malvika-devi,Malvika Devi,Kalahandi,Odisha,BJP,0,418901050,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5174
koraput-st-saptagiri-sankar-ulaka,Saptagiri Sankar Ulaka,Koraput (ST),Odisha,INC,0,70956659,16002929,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5071
aska-anita-subhadarshini,Anita Subhadarshini,Aska,Odisha,BJP,0,24799399,1000000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7158
mumbai-north-east-sanjay-dina-patil,Sanjay Dina Patil,Mumbai North-East,Maharashtra,ShivSena (Uddhav Balasaheb Thackeray),0,39911145,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7094
mumbai-north-piyush-goyal,Piyush Goyal,Mumbai North,Maharashtra,BJP,0,1109514447,142265061,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7093
raver-khadse-raksha-nikhil,Khadse Raksha Nikhil,Raver,Maharashtra,BJP,0,182117790,7736381,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=6921
shirur-dr-amol-ramsing-kolhe,Dr. Amol Ramsing Kolhe,Shirur,Maharashtra,Nationalist Congress Party – Sharadchandra Pawar,0,84207251,44971049,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5327
shirdi-sc-bhausaheb-rajaram-wakchaure,Bhausaheb Rajaram Wakchaure,Shirdi (SC),Maharashtra,ShivSena (Uddhav Balasaheb Thackeray),0,97519221,2432000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5331
beed-bajrang-manohar-sonwane,Bajrang Manohar Sonwane,Beed,Maharashtra,Nationalist Congress Party – Sharadchandra Pawar,0,289278459,77515217,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5333
dindori-st-bhaskar-murlidhar-bhagare,Bhaskar Murlidhar Bhagare,Dindori (ST),Maharashtra,Nationalist Congress Party – Sharadchandra Pawar,0,17450827,2444380,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7089
nashik-rajabhau-parag-prakash-waje,Rajabhau (Parag) Prakash Waje,Nashik,Maharashtra,ShivSena (Uddhav Balasaheb Thackeray),0,158637378,1918865,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7124
palghar-st-dr-hemant-vishnu-savara,Dr. Hemant Vishnu Savara,Palghar (ST),Maharashtra,BJP,0,81622050,10776056,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7349
bhiwandi-suresh-gopinath-mhatre-alias-balya-mama,Suresh Gopinath Mhatre Alias Balya Mama,Bhiwandi,Maharashtra,Nationalist Congress Party – Sharadchandra Pawar,0,1075534826,756559886,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7090
kalyan-dr-shrikant-eknath-shinde,Dr Shrikant Eknath Shinde,Kalyan,Maharashtra,Shiv Sena,0,149208812,66320443,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7216
jajpur-sc-rabindra-narayan-behera,Rabindra Narayan Behera,Jajpur (SC),Odisha,BJP,0,45567092,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=9604
puducherry-ve-vaithilingam,Ve Vaithilingam,Puducherry,Puducherry,INC,0,157249699,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=531
bikaner-sc-arjun-ram-meghwal,Arjun Ram Meghwal,Bikaner (SC),Rajasthan,BJP,0,37654863,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=381
churu-rahul-kaswan,Rahul Kaswan,Churu,Rajasthan,INC,0,53322989,24417448,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=395
jhunjhunu-brijendra-singh-ola,Brijendra Singh Ola,Jhunjhunu,Rajasthan,INC,0,160284000,32710000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=444
sikar-amraram,Amraram,Sikar,Rajasthan,CPI(M),0,4050109,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=476
jaipur-rural-rao-rajendra-singh,Rao Rajendra Singh,Jaipur Rural,Rajasthan,BJP,0,293352992,20889099,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=436
jaipur-manju-sharma,Manju Sharma,Jaipur,Rajasthan,BJP,0,23661843,4169859,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=417
bharatpur-sc-sanjna-jatav,Sanjna Jatav,Bharatpur (SC),Rajasthan,INC,0,2310193,715340,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=371
dausa-st-murari-lal-meena,Murari Lal Meena,Dausa (ST),Rajasthan,INC,0,135714010,2166932,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=401
tonk-sawai-madhopur-harish-chandra-meena,Harish Chandra Meena,Tonk-sawai Madhopur,Rajasthan,INC,0,230794780,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2583
ganganagar-sc-kuldeep-indora,Kuldeep Indora,Ganganagar (SC),Rajasthan,INC,0,137189112,17537144,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=409
patiala-dr-dharamvira-gandhi,Dr Dharamvira Gandhi,Patiala,Punjab,INC,0,85341885,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8759
gurdaspur-sukhjinder-singh-randhawa,Sukhjinder Singh Randhawa,Gurdaspur,Punjab,INC,0,71253181,16132136,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8728
amritsar-gurjeet-singh-aujla,Gurjeet Singh Aujla,Amritsar,Punjab,INC,0,53508591,13781750,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8734
jalandhar-sc-charanjit-singh-channi,Charanjit Singh Channi,Jalandhar (SC),Punjab,INC,0,102119804,4139547,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8738
anandpur-sahib-malvinder-singh-kang,Malvinder Singh Kang,Anandpur Sahib,Punjab,AAP,0,41905973,2013285,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8744
ludhiana-amrinder-singh-raja-warring,Amrinder Singh Raja Warring,Ludhiana,Punjab,INC,0,177243256,44673348,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8745
fatehgarh-sahib-sc-amar-singh,Amar Singh,Fatehgarh Sahib (SC),Punjab,INC,0,54280612,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8748
faridkot-sc-sarabjeet-singh-khalsa,Sarabjeet Singh Khalsa,Faridkot (SC),Punjab,IND,0,10808400,575000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=9256
firozpur-sher-singh-ghubaya,Sher Singh Ghubaya,Firozpur,Punjab,INC,0,91161885,4378380,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8940
bathinda-harsimrat-kaur-badal,Harsimrat Kaur Badal,Bathinda,Punjab,SAD,0,1985183903,544775134,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8951
ajmer-bhagirath-choudhary,Bhagirath Choudhary,Ajmer,Rajasthan,BJP,0,133811555,5432413,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2038
nandurbar-st-adv-gowaal-kagada-padavi,Adv Gowaal Kagada Padavi,Nandurbar (ST),Maharashtra,INC,0,70170431,7817614,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=6007
dharwad-pralhad-joshi,Pralhad Joshi,Dharwad,Karnataka,BJP,0,210960953,80123332,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3567
uttara-kannada-hegde-vishweshwar,Hegde Vishweshwar,Uttara Kannada,Karnataka,BJP,0,167409004,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3407
davanagere-dr-prabha-mallikarjun,Dr. Prabha Mallikarjun,Davanagere,Karnataka,INC,0,2412803910,247124278,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3393
alathur-sc-k-radhakrishnan,K.Radhakrishnan,Alathur (SC),Kerala,CPI(M),0,4014637,406028,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2268
ladakh-mohmad-haneefa,Mohmad Haneefa,Ladakh,Ladakh,IND,0,32761570,150000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7512
lakshadweep-muhammed-hamdullah-sayeed,Muhammed Hamdullah Sayeed,Lakshadweep,Lakshadweep,INC,0,148548173,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=764
shahdol-st-smt-himadri-singh,Smt. Himadri Singh,Shahdol (ST),Madhya Pradesh,BJP,0,50180267,4284426,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3
jabalpur-ashish-dubey,Ashish Dubey,Jabalpur,Madhya Pradesh,BJP,0,351856860,13529284,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=240
balaghat-bharti-pardhi,Bharti Pardhi,Balaghat,Madhya Pradesh,BJP,0,59018167,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=45
haveri-basavaraj-bommai,Basavaraj Bommai,Haveri,Karnataka,BJP,0,539504552,54634074,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3579
bellary-st-e-tukaram,E. Tukaram,Bellary (ST),Karnataka,INC,0,35267209,12325000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3386
udupi-chikmagalur-kota-srinivas-poojary,Kota Srinivas Poojary,Udupi Chikmagalur,Karnataka,BJP,0,29470510,10444645,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2323
chitradurga-sc-govind-makthappa-karjol,Govind Makthappa Karjol,Chitradurga (SC),Karnataka,BJP,0,43243598,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1886
