id,name,constituency,state,party,criminal_cases,total_assets,liabilities,source_url
khammam-ramasahayam-raghuram-reddy,Ramasahayam Raghuram Reddy,Khammam,Telangana,INC,1,582770537,95482677,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5716
sitamarhi-devesh-chandra-thakur,Devesh Chandra Thakur,Sitamarhi,Bihar,JD(U),1,88465387,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7129
adilabad-st-godam-nagesh,Godam Nagesh,Adilabad (ST),Telangana,BJP,1,30916833,2901575,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5395
bolangir-sangeeta-kumari-singh-deo,Sangeeta Kumari Singh Deo,Bolangir,Odisha,BJP,1,673060630,7500000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7154
muzaffarnagar-harendra-singh-malik,Harendra Singh Malik,Muzaffarnagar,Uttar Pradesh,SP,1,90780765,1129635,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=286
keonjhar-st-ananta-nayak,Ananta Nayak,Keonjhar (ST),Odisha,BJP,1,8486265,176548,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8000
tiruppur-k-subbarayan,K Subbarayan,Tiruppur,Tamil Nadu,CPI,1,10431271,150462,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=204
guntur-dr-chandra-sekhar-pemmasani,Dr Chandra Sekhar Pemmasani,Guntur,Andhra Pradesh,TDP,1,57054727538,10380000000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5106
khajuraho-vishnu-datt-sharma-v-d-sharma,Vishnu Datt Sharma (V.D.Sharma),Khajuraho,Madhya Pradesh,BJP,1,49262858,18438272,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2455
sidhi-dr-rajesh-mishra,Dr. Rajesh Mishra,Sidhi,Madhya Pradesh,BJP,1,144008066,18427959,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1
vidisha-shivraj-singh-chouhan,Shivraj Singh Chouhan,Vidisha,Madhya Pradesh,BJP,1,89852874,6411905,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=4448
nanded-vasantrao-balwantrao-chavan,Vasantrao Balwantrao Chavan,Nanded,Maharashtra,INC,1,36785180,1423663,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1782
bhilwara-damodar-agarwal,Damodar Agarwal,Bhilwara,Rajasthan,BJP,1,71392415,3320600,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2743
barpeta-phani-bhusan-choudhury,Phani Bhusan Choudhury,Barpeta,Assam,Asom Gana Parishad,1,32806601,1564895,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=4099
howrah-prasun-banerjee,Prasun Banerjee,Howrah,West Bengal,AITC,1,10360134,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7195
kokrajhar-st-joyanta-basumatary,Joyanta Basumatary,Kokrajhar (ST),Assam,"United Peoples Party, Liberal",1,22865797,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3672
cuddalore-m-k-vishnuprasad,M.K. Vishnuprasad,Cuddalore,Tamil Nadu,INC,1,251978580,51111885,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=554
tirunelveli-robert-bruce-c,Robert Bruce C,Tirunelveli,Tamil Nadu,INC,1,92662888,1022299,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1480
nagapattinam-sc-selvaraj-v,Selvaraj V,Nagapattinam (SC),Tamil Nadu,CPI,1,11062368,2853957,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=161
ramanathapuram-k-navaskani,K Navaskani,Ramanathapuram,Tamil Nadu,Indian Union Muslim League,1,761430420,63104822,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=234
jorhat-gaurav-gogoi,Gaurav Gogoi,Jorhat,Assam,INC,1,49061120,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=260
virudhunagar-manickam-tagore-b,Manickam Tagore B,Virudhunagar,Tamil Nadu,INC,1,61719802,8797705,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=230
mumbai-south-arvind-ganpat-sawant,Arvind Ganpat Sawant,Mumbai South,Maharashtra,ShivSena (Uddhav Balasaheb Thackeray),1,50485191,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7097
zahirabad-suresh-kumar-shetkar,Suresh Kumar Shetkar,Zahirabad,Telangana,INC,1,107711726,6447401,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5254
coimbatore-ganapathy-rajkumar-p,Ganapathy Rajkumar P,Coimbatore,Tamil Nadu,DMK,1,890397608,33284669,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1352
darbhanga-gopal-jee-thakur,Gopal Jee Thakur,Darbhanga,Bihar,BJP,1,39078830,6875610,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5055
krishnanagar-mahua-moitra,Mahua Moitra,Krishnanagar,West Bengal,AITC,1,35067166,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5085
khandwa-gyaneshwar-patil,Gyaneshwar Patil,Khandwa,Madhya Pradesh,BJP,1,72237099,5446068,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5069
dum-dum-sougata-ray,Sougata Ray,Dum Dum,West Bengal,AITC,1,51230026,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8964
supaul-dileshwar-kamait,Dileshwar Kamait,Supaul,Bihar,JD(U),1,36191958,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3589
pollachi-eswarasamy-k,Eswarasamy K,Pollachi,Tamil Nadu,DMK,1,345276957,94557521,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=174
burdwan-durgapur-azad-kirti-jha,Azad Kirti Jha,Burdwan-Durgapur,West Bengal,AITC,1,102014033,5738812,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5195
akola-anup-sanjay-dhotre,Anup Sanjay Dhotre,Akola,Maharashtra,BJP,1,109259962,37201641,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2367
karur-jothimani-s,Jothimani. S,Karur,Tamil Nadu,INC,1,15352373,1454722,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1264
rajahmundry-daggubati-purandheshwari,Daggubati Purandheshwari,Rajahmundry,Andhra Pradesh,BJP,1,625041146,69860440,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5122
junagadh-chudasama-rajeshbhai-naranbhai,Chudasama Rajeshbhai Naranbhai,Junagadh,Gujarat,BJP,1,33452812,989043,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3766
lohardaga-st-sukhdeo-bhagat,Sukhdeo Bhagat,Lohardaga (ST),Jharkhand,INC,1,24688449,12414241,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=6277
hamirpur-anurag-singh-thakur,Anurag Singh Thakur,Hamirpur,Himachal Pradesh,BJP,1,122663406,14374994,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8760
jamshedpur-bidyut-baran-mahato,Bidyut Baran Mahato,Jamshedpur,Jharkhand,BJP,1,38345063,4849078,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8563
etah-devesh-shakya,Devesh Shakya,Etah,Uttar Pradesh,SP,1,34061340,442323,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3703
hassan-shreyas-m-patel,Shreyas. M. Patel,Hassan,Karnataka,INC,1,426710045,8880873,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1890
tumkur-v-somanna,V. Somanna,Tumkur,Karnataka,BJP,1,607805215,226300461,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1904
kakinada-tangella-uday-srinivas-tea-time-uday,Tangella Uday Srinivas (Tea Time Uday),Kakinada,Andhra Pradesh,Janasena Party,1,311535620,36210120,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5302
dharmapuri-mani-a,Mani. A.,Dharmapuri,Tamil Nadu,DMK,1,86564403,21287262,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=121
sitapur-rakesh-rathor,Rakesh Rathor,Sitapur,Uttar Pradesh,INC,1,42107005,8288936,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5381
south-delhi-ramvir-singh-bidhuri,Ramvir Singh Bidhuri,South Delhi,Delhi,BJP,1,526419941,1000000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7907
south-goa-captain-viriato-fernandes,Captain Viriato Fernandes,South Goa,Goa,INC,1,52728999,379840,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3876
nagaur-hanuman-beniwal,Hanuman Beniwal,Nagaur,Rajasthan,Rashtriya Loktantrik Party,1,8110760,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=454
faizabad-awadhesh-prasad,Awadhesh Prasad,Faizabad,Uttar Pradesh,SP,1,52967071,1000000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7190
karauli-dholpur-sc-bhajan-lal-jatav,Bhajan Lal Jatav,Karauli-dholpur (SC),Rajasthan,INC,1,33282184,18978157,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=451
chhota-udaipur-st-jashubhai-bhilubhai-rathva,Jashubhai Bhilubhai Rathva,Chhota Udaipur (ST),Gujarat,BJP,1,16589045,1940506,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3744
banswara-st-raj-kumar-roat,Raj Kumar Roat,Banswara (ST),Rajasthan,Bharat Adivasi Party,1,11731679,2971833,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1771
chamarajanagar-sc-sunil-bose,Sunil Bose,Chamarajanagar (SC),Karnataka,INC,1,78466251,55678947,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2193
domariyaganj-jagdambika-pal,Jagdambika Pal,Domariyaganj,Uttar Pradesh,BJP,1,193536623,7487022,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8151
banaskantha-geniben-nagaji-thakor,Geniben Nagaji Thakor,Banaskantha,Gujarat,INC,1,8533965,627886,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3453
kolar-sc-m-mallesh-babu,M. Mallesh Babu,Kolar (SC),Karnataka,Janata Dal (Secular),1,238631536,34492248,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1894
bhubaneswar-aparajita-sarangi,Aparajita Sarangi,Bhubaneswar,Odisha,BJP,1,46254213,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8040
puri-sambit-patra,Sambit Patra,Puri,Odisha,BJP,1,19806997,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8026
alappuzha-k-c-venugopal,K. C Venugopal,Alappuzha,Kerala,INC,1,36342460,272817,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3079
mayurbhanj-st-naba-charan-majhi,Naba Charan Majhi,Mayurbhanj (ST),Odisha,BJP,1,7407000,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=9392
rajnandgaon-santosh-pandey,Santosh Pandey,Rajnandgaon,Chhattisgarh,BJP,1,42916375,3229688,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1936
amroha-kanwar-singh-tanwar,Kanwar Singh Tanwar,Amroha,Uttar Pradesh,BJP,1,2147933326,19897537,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1807
ponnani-dr-m-p-abdussamad-samadani,Dr. M.P Abdussamad Samadani,Ponnani,Kerala,Indian Union Muslim League,1,21977344,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2310
malappuram-e-t-mohammed-basheer,E.T. Mohammed Basheer,Malappuram,Kerala,Indian Union Muslim League,1,20252293,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2303
shimoga-b-y-raghavendra,B.Y.Raghavendra,Shimoga,Karnataka,BJP,1,737145310,136106691,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=4005
sasaram-sc-manoj-kumar,Manoj Kumar,Sasaram (SC),Bihar,INC,1,32491416,2400000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=9567
cooch-behar-sc-jagadish-chandra-barma-basunia,Jagadish Chandra Barma Basunia,Cooch Behar (SC),West Bengal,AITC,1,26907638,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=957
kolkata-dakshin-mala-roy,Mala Roy,Kolkata Dakshin,West Bengal,AITC,1,15397092,795517,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=9045
hathras-sc-anoop-pradhan-balmiki,Anoop Pradhan Balmiki,Hathras (SC),Uttar Pradesh,BJP,1,41363952,17100000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3697
bulandshahr-sc-dr-bhola-singh,Dr Bhola Singh,Bulandshahr (SC),Uttar Pradesh,BJP,1,36017232,6642427,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2502
cuttack-bhartruhari-mahtab,Bhartruhari Mahtab,Cuttack,Odisha,BJP,1,199052798,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8022
ghosi-rajeev-rai,Rajeev Rai,Ghosi,Uttar Pradesh,SP,1,494188267,62952119,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=9348
gulbarga-sc-radhakrishna,Radhakrishna,Gulbarga (SC),Karnataka,INC,1,533899960,72386247,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3398
medinipur-june-maliah,June Maliah,Medinipur,West Bengal,AITC,0,66018642,17920738,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7950
udaipur-st-manna-lal-rawat,Manna Lal Rawat,Udaipur (ST),Rajasthan,BJP,0,27125206,242000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1854
pali-p-p-chaudhary,P. P. Chaudhary,Pali,Rajasthan,BJP,0,407176661,19486942,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2574
jalore-lumbaram,Lumbaram,Jalore,Rajasthan,BJP,0,19587446,626171,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2557
jodhpur-gajendra-singh-shekhawat,Gajendra Singh Shekhawat,Jodhpur,Rajasthan,BJP,0,193027658,19862350,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1843
bankura-arup-chakraborty,Arup Chakraborty,Bankura,West Bengal,AITC,0,171911710,65685037,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7977
barmer-ummeda-ram-beniwal,Ummeda Ram Beniwal,Barmer,Rajasthan,INC,0,192765969,66244492,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2547
rajsamand-mahima-kumari-mewar,Mahima Kumari Mewar,Rajsamand,Rajasthan,BJP,0,11376000,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2577
kota-om-birla,Om Birla,Kota,Rajasthan,BJP,0,106206645,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2567
tiruvannamalai-c-n-annadurai,C N Annadurai,Tiruvannamalai,Tamil Nadu,DMK,0,203686311,19156956,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1155
krishnagiri-gopinath-k,Gopinath K,Krishnagiri,Tamil Nadu,INC,0,123405500,11498082,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1531
perambalur-arun-nehru,Arun Nehru,Perambalur,Tamil Nadu,DMK,0,816197502,191395432,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=16
erode-k-e-prakash,K E Prakash,Erode,Tamil Nadu,DMK,0,100426890,3953159,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=127
jaynagar-sc-pratima-mondal,Pratima Mondal,Jaynagar (SC),West Bengal,AITC,0,68970051,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=9628
viluppuram-sc-ravikumar-d,Ravikumar. D,Viluppuram (SC),Tamil Nadu,Viduthalai Chiruthaigal Katchi,0,9787136,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=221
sriperumbudur-t-r-baalu,T R Baalu,Sriperumbudur,Tamil Nadu,DMK,0,457302056,80646000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=184
andaman-and-nicobar-islands-bishnu-pada-ray,Bishnu Pada Ray,Andaman And Nicobar Islands,Andaman and Nicobar Islands,BJP,0,27439170,302788,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=17
chennai-south-sumathy-t,Sumathy T,Chennai South,Tamil Nadu,DMK,0,148658298,17199881,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=100
kancheepuram-sc-selvam-g,Selvam. G,Kancheepuram (SC),Tamil Nadu,DMK,0,23615126,3112213,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=134
tiruvallur-sc-sasikanth-senthil,Sasikanth Senthil,Tiruvallur (SC),Tamil Nadu,INC,0,22107297,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1464
tiruchirappalli-durai-vaiko,Durai Vaiko,Tiruchirappalli,Tamil Nadu,Marumalarchi Dravida Munnetra Kazhagam,0,359084317,25569046,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=196
sikkim-indra-hang-subba,Indra Hang Subba,Sikkim,Sikkim,Sikkim Krantikari Morcha,0,14845772,5000000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=484
jhalawar-baran-dushyant-singh,Dushyant Singh,Jhalawar-baran,Rajasthan,BJP,0,389308540,86593973,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2013
arani-tharaniventhan-m-s,Tharaniventhan M S,Arani,Tamil Nadu,DMK,0,17161977,3563277,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=703
shahjahanpur-sc-arun-kumar-sagar,Arun Kumar Sagar,Shahjahanpur (SC),Uttar Pradesh,BJP,0,58317453,2521626,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5206
aonla-neeraj-maurya,Neeraj Maurya,Aonla,Uttar Pradesh,SP,0,117839772,4419730,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3586
bhadohi-dr-vinod-kumar-bind,Dr. Vinod Kumar Bind,Bhadohi,Uttar Pradesh,BJP,0,105766111,29313481,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8081
badaun-aditya-yadav,Aditya Yadav,Badaun,Uttar Pradesh,SP,0,146267852,23713481,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3490
mainpuri-dimple-yadav,Dimple Yadav,Mainpuri,Uttar Pradesh,SP,0,420262015,9985548,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3607
maharajganj-pankaj-chaudhary,Pankaj Chaudhary,Maharajganj,Uttar Pradesh,BJP,0,419010509,38247129,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8774
gorakhpur-ravindra-shukla-alias-ravi-kishan,Ravindra Shukla Alias Ravi Kishan,Gorakhpur,Uttar Pradesh,BJP,0,433235340,17814634,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8791
allahabad-ujjwal-raman-singh,Ujjwal Raman Singh,Allahabad,Uttar Pradesh,INC,0,268988675,11996527,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8371
agra-sc-prof-s-p-singh-baghel,Prof S P Singh Baghel,Agra (SC),Uttar Pradesh,BJP,0,104358691,5170325,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3493
mathura-hemamalini-dharmendra-deol,Hemamalini Dharmendra Deol,Mathura,Uttar Pradesh,BJP,0,2789368227,79189097,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2797
aligarh-satish-kumar-gautam,Satish Kumar Gautam,Aligarh,Uttar Pradesh,BJP,0,160624125,46570044,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1806
salempur-ramashankar-rajbhar,Ramashankar Rajbhar,Salempur,Uttar Pradesh,SP,0,76085514,1000000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=9455
gautam-buddha-nagar-dr-mahesh-sharma,Dr. Mahesh Sharma,Gautam Buddha Nagar,Uttar Pradesh,BJP,0,838209103,22689478,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2512
kheri-utkarsh-verma-madhur,Utkarsh Verma (Madhur),Kheri,Uttar Pradesh,SP,0,48296178,4814945,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5211
hardoi-sc-jai-prakash,Jai Prakash,Hardoi (SC),Uttar Pradesh,BJP,0,303974608,52512656,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5076
misrikh-sc-ashok-kumar-rawat,Ashok Kumar Rawat,Misrikh (SC),Uttar Pradesh,BJP,0,129670318,24861056,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5077
shrawasti-ram-shiromani-verma,Ram Shiromani Verma,Shrawasti,Uttar Pradesh,SP,0,73638343,100000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8159
kaiserganj-karan-bhushan-singh,Karan Bhushan Singh,Kaiserganj,Uttar Pradesh,BJP,0,495681640,229359344,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7440
kaushambi-sc-pushpendra-saroj,Pushpendra Saroj,Kaushambi (SC),Uttar Pradesh,SP,0,15231655,5000000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7611
fatehpur-naresh-chandra-uttam-patel,Naresh Chandra Uttam Patel,Fatehpur,Uttar Pradesh,SP,0,49348208,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7595
banda-krishna-devi-shivshanker-patel,Krishna Devi Shivshanker Patel,Banda,Uttar Pradesh,SP,0,36285237,1994000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7448
hamirpur-ajendra-singh-lodhi,Ajendra Singh Lodhi,Hamirpur,Uttar Pradesh,SP,0,50237175,7485000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7179
jhansi-anurag-sharma,Anurag Sharma,Jhansi,Uttar Pradesh,BJP,0,2120765800,14948530,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7176
jalaun-sc-narayan-das-ahirwar,Narayan Das Ahirwar,Jalaun (SC),Uttar Pradesh,SP,0,73603801,600000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7173
bahraich-sc-anand-kumar,Anand Kumar,Bahraich (SC),Uttar Pradesh,BJP,0,92623979,14128198,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5217
kanpur-ramesh-awasthi,Ramesh Awasthi,Kanpur,Uttar Pradesh,BJP,0,52936608,6148728,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5080
etawah-sc-jitendra-kumar-dohare,Jitendra Kumar Dohare,Etawah (SC),Uttar Pradesh,SP,0,62250170,3168054,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5079
farrukhabad-mukesh-rajput,Mukesh Rajput,Farrukhabad,Uttar Pradesh,BJP,0,93680840,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5214
ghaziabad-atul-garg,Atul Garg,Ghaziabad,Uttar Pradesh,BJP,0,269782311,12901326,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=2518
meerut-arun-govil,Arun Govil,Meerut,Uttar Pradesh,BJP,0,144400261,1464028,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1923
varanasi-narendra-modi,Narendra Modi,Varanasi,Uttar Pradesh,BJP,0,30206889,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=8974
bardhaman-purba-sc-dr-sharmila-sarkar,Dr. Sharmila Sarkar,Bardhaman Purba (SC),West Bengal,AITC,0,54978907,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5087
asansol-shatrughan-prasad-sinha,Shatrughan Prasad Sinha,Asansol,West Bengal,AITC,0,2105041638,176081710,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5179
bolpur-asit-kumar-mal,Asit Kumar Mal,Bolpur,West Bengal,AITC,0,11257405,464417,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5192
birbhum-satabdi-roy,Satabdi Roy,Birbhum,West Bengal,AITC,0,109245500,20171392,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5187
peddapalle-sc-vamsi-krishna-gaddam,Vamsi Krishna Gaddam,Peddapalle (SC),Telangana,INC,0,240976163,1776000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5248
pilibhit-jitin-prasada,Jitin Prasada,Pilibhit,Uttar Pradesh,BJP,0,298925408,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=899
uluberia-sajda-ahmed,Sajda Ahmed,Uluberia,West Bengal,AITC,0,44042025,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7200
sreerampur-kalyan-banerjee,Kalyan Banerjee,Sreerampur,West Bengal,AITC,0,305479471,1360398,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7205
hooghly-rachna-banerjee,Rachna Banerjee,Hooghly,West Bengal,AITC,0,355317030,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7209
tenkasi-sc-dr-rani-sri-kumar,Dr Rani Sri Kumar,Tenkasi (SC),Tamil Nadu,DMK,0,21375000,988040,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1440
tamluk-abhijit-gangopadhyay,Abhijit Gangopadhyay,Tamluk,West Bengal,BJP,0,46255624,5077654,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7912
ghatal-adhikari-deepak-dev,Adhikari Deepak (Dev),Ghatal,West Bengal,AITC,0,371347069,28603907,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7933
baharampur-pathan-yusuf,Pathan Yusuf,Baharampur,West Bengal,AITC,0,456304016,119670558,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5183
warangal-sc-kadiyam-kavya,Kadiyam Kavya,Warangal (SC),Telangana,INC,0,15501028,10259201,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5252
tripura-west-biplab-kumar-deb,Biplab Kumar Deb,Tripura West,Tripura,BJP,0,49923347,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=1156
robertsganj-sc-chhotelal,Chhotelal,Robertsganj (SC),Uttar Pradesh,SP,0,19997783,6954692,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=9098
jalpaiguri-sc-dr-jayanta-kumar-roy,Dr Jayanta Kumar Roy,Jalpaiguri (SC),West Bengal,BJP,0,19356558,56196,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=970
maldaha-dakshin-isha-khan-choudhury,Isha Khan Choudhury,Maldaha Dakshin,West Bengal,INC,0,14810368,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3465
moradabad-ruchi-vira,Ruchi Vira,Moradabad,Uttar Pradesh,SP,0,280588320,0,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=877
jangipur-khalilur-rahaman,Khalilur Rahaman,Jangipur,West Bengal,AITC,0,514346283,9570794,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=3378
amethi-kishori-lal,Kishori Lal,Amethi,Uttar Pradesh,INC,0,127688722,46996348,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7521
kairana-iqra-choudhary,Iqra Choudhary,Kairana,Uttar Pradesh,SP,0,6874858,884157,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=289
haridwar-trivendra-singh-rawat,Trivendra Singh Rawat,Haridwar,Uttarakhand,BJP,0,67552039,7500000,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=277
nainital-udham-singh-nagar-ajay-bhatt,Ajay Bhatt,Nainital-udham Singh Nagar,Uttarakhand,BJP,0,48714988,1905347,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=997
almora-sc-ajay-tamta,Ajay Tamta,Almora (SC),Uttarakhand,BJP,0,12381663,1909642,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=20
